ID,VisaType,VisaEntry,Consulate,Major,Status,CheckDate,CompleteDate,WaitingDays,Comments
Templar,F1,New,BeiJing,ME,Clear,2012-06-19,2012-07-20,31,
ZYC,F1,New,BeiJing,Plant Pathology,Clear,2012-06-19,2012-07-20,31,
cherubjywh,F1,Renewal,BeiJing,CS,Clear,2012-06-19,2012-07-11,22,"ubmitted on June 5th to CITIC Bank, Beijing 
Informed to be interviewed on June 16th 
Interviewed in Beijing on June 19th
Received an e-mail for clearance"
alaiye,J1,New,BeiJing,molecular biology,Clear,2012-06-19,2012-07-16,27,
KIKI,F1,Renewal,BeiJing,Chemical Engineering,Clear,2012-06-19,2012-07-13,24,
zhyl0919,F1,New,BeiJing,Electrical Engineering,Pending,2012-06-20,,2468,"19Ҳ,ps, study plan, ʦcv. ҹύڶյȷյʼȴ"
loveiris,F1,Renewal,BeiJing,ME,Clear,2012-06-20,2012-07-16,26,as been checked for 17 days in last year. Received email from bj_NIV in July 16.
Young,F1,New,BeiJing,EE,Clear,2012-06-20,2012-08-01,42,"alled DOS last night and was told my case still pending.
But issued today."
qqqqqqqwwwer,F1,New,BeiJing,N/A,Pending,2012-06-20,,2468,
qwc~,F1,New,BeiJing,EE,Clear,2012-06-20,2012-07-20,30,dditional information has been sent to the embassy on 26 of june. now waiting....
nikolais,F1,New,GuangZhou,EE,Clear,2012-06-20,2012-07-14,24,"E major, Power Electronica"
nikolais,F1,New,GuangZhou,EE,Clear,2012-06-20,2012-07-14,24,"E major, Power Electronica"
bonedragona,H1,New,ShangHai,Biology,Pending,2012-06-20,,2468,
whateverhaha,B1,New,ShenYang,materials science,Clear,2012-06-20,2012-07-11,21,.11 Completed.The conference is over on the same day... Was zum Teufel!
qqq,F1,New,BeiJing,N/A,Pending,2012-06-20,,2468,
Penny,F1,New,ShangHai,Biology,Clear,2012-06-20,2012-07-09,19,
ebitchassy,F1,New,BeiJing,ME,Pending,2012-06-21,,2467,
jzq,B1,New,BeiJing,Telecommunications,Pending,2012-06-21,,2467,
aoxuan001,F1,New,BeiJing,Material science,Clear,2012-06-21,2012-08-09,49,
wwwnnn,F1,New,BeiJing,CS,Clear,2012-06-21,2012-07-20,29,"
Received an e-mail for clearance at AM 11:28

Best wishes"
ccw123,F1,Renewal,BeiJing,CS,Clear,2012-06-21,2012-07-18,27,"ITIC drop service. Interview on Beijing. 
Finally, email notifies that visa is approved."
phenix,H1,New,ShangHai,biology,Clear,2012-06-21,2012-07-23,32,"SBѾ4ˣûϢOncologyܸɶ£һ֣ 
07-18 վڸˣû
07-19 ѯû
07-24 绰֪ͨȡ ʾ-7-19 clearance
Ʊȡ78¶ûλӣ95
¶Ʊˣ8900ڶ"
vipe,F1,New,Others,EE,Clear,2012-06-21,2012-07-24,33,
Godinbit,J1,New,BeiJing,Information secuiry,Clear,2012-06-21,2012-07-20,29,
phy,J1,Renewal,BeiJing,MSE,Clear,2012-06-21,2012-07-13,22,"hecked for my initial entry and checked again for my renewal!
VO told me to wait 3-5 weeks.

update:
Got approval email on Jul.13 --- exactly 3 weeks as the VO told me."
shengshuyang,F1,Renewal,ShangHai,EE,Clear,2012-06-21,2012-07-09,18,
hitony,F1,New,ShenYang,CS,Clear,2012-06-21,2012-07-20,29,
senwell,B1,New,BeiJing,pricesion instruments,Clear,2012-06-21,2012-07-16,25,k
lyalex,F1,Renewal,GuangZhou,EE,Clear,2012-06-21,2012-07-11,20,
aly1339,F1,New,BeiJing,EE,Pending,2012-06-21,,2467,
lyfygg,F1,New,ShangHai,Electrical Engineering,Clear,2012-06-21,2012-07-18,27,".4 1000 check
6.10 added some further materials
6.21 check started
7.14 clear
7.18 visa issued
bless all checkees!
best wishes!"
cxcxzl,F1,New,ChengDu,Physics,Clear,2012-06-25,2012-08-02,38,verybody good luck!
TW,F1,New,ChengDu,EE,Clear,2012-06-25,2012-07-31,36,
wuhufeirenxin,J1,New,BeiJing,Underwater signal process,Clear,2012-06-25,2012-07-26,31,
Bonny95,F1,New,BeiJing,CS,Clear,2012-06-25,2012-07-20,25,S PhD.
 G57043912,F1,New,BeiJing,CE,Clear,2012-06-25,2012-07-20,25,"ref=""./personal_detail.php?casenum=36527"" luckly="""" processsing""="""" reply.="""" target=""_blank"" title=""Got my the email on 10:12am!!!

Waited for a very long time, send 3 emails and got three "" today,="""" under="""
david37,F1,New,GuangZhou,EE,Clear,2012-06-25,2012-07-20,25,"un.26,They sent email and asked for more materials. 
Jul.19, got message from EMS.
Jul.20, got my visa"
Natalie,F1,New,Others,MBA,Clear,2012-06-25,2012-07-10,15,
perseamoo,F1,New,BeiJing,computer engineering,Clear,2012-06-25,2012-07-20,25,"o questions asked. Take away my study plan, the introduction of my advisor and CV.
told me to wait for about 3 weeks 

received email on July, 20, approved!!!"
ericma,F1,Renewal,BeiJing,Optics,Clear,2012-06-25,2012-07-13,18,
yosemite,F1,Renewal,BeiJing,EE,Clear,2012-06-25,2012-06-26,1," was checked in Jan-2011.
06/25, VO asked for my CV, study plan, etc. and said my visa will be ready within two weeks (but she also said it is not guaranteed).
06/28, called DOS and was informed that my visa was issued on 06/26.
06/29, sent a fax and an email to US embassy in Beijing and was informed that I should contact the China post office. I went to China post office to find my passport at 1pm and eventually they found my passport at 5:30pm.
"
Clementine,F1,New,ShenYang,Business,Clear,2012-06-25,2012-07-16,21,"APPROVEDȻϻȥCHECKעδκβ
7-11 ʹݴ绰Ҫ󲹳ϡϣCLEARBLESS
7-12ʹݴ绰ˡϣһ˳~
7-17ˢEMSBLESS~
"
limcc321,F1,New,GuangZhou,Biology,Pending,2012-06-26,,2462,
Monk,F1,New,GuangZhou,CS,Clear,2012-06-26,2012-07-14,18,eceived my passport on Jul 20
,F1,Renewal,BeiJing,Biomedical Engineering,Clear,2012-06-26,2012-07-20,24,".4ŵǩ
6.26
7.20ʼclear"
bbbiiiiuuu,F1,Renewal,BeiJing,CS,Clear,2012-06-26,2012-07-17,21,
ijing1982,J1,New,BeiJing,Biology,Clear,2012-06-26,2012-07-17,21,
yan,J1,New,BeiJing,materials ,Clear,2012-06-26,2012-07-17,21,oҵ4ܣ21죬23EMSյ
felix,F1,New,ShangHai,EE,Clear,2012-06-26,2012-07-17,21,.21Ϻǩ֤վ鵽listʾ6.26ʼ15յĻա
reloader,F1,Renewal,BeiJing,EE,Clear,2012-06-26,2012-07-13,17, thought it was not a check since the vo told me I'll get my VISA in two weeks. but they checked me and I got the email today. Almost 3 weeks.
lsy9527,F1,New,ShangHai,EE,Clear,2012-06-26,2012-07-13,17,.25Ϻǩ֤7.2վ鵽listʾ6.26ʼյĻձʾ12clear13issue
yliu,B1,New,BeiJing,Computer Science,Clear,2012-06-26,2012-07-20,24,
snow119c,F1,New,BeiJing,Materials Science,Clear,2012-06-26,2012-07-24,28,24յapprovedʼ 25Emsѯ 26ŵ issue date 24jul
Kai,F1,Renewal,GuangZhou,ME,Clear,2012-06-26,2012-07-20,24,
yulu5678,F1,New,GuangZhou,Chemical Engineering,Clear,2012-06-26,2012-07-14,18,"o official email
Write to the embassy and got the reply early
On the Visa: Clearance 7-14 got the visa from EMS at 7-23"
blueice3000,F1,New,BeiJing,computational finance,Clear,2012-06-26,2012-07-20,24,044յʼ ͨ ̫ ѾЦ  ȴ̫Ѱ  ףcheckee   
jy,L1,New,ChengDu,IT,Pending,2012-06-27,,2461,
fujiseny,F1,New,GuangZhou,Chem,Clear,2012-06-27,2012-07-20,23,7.18issue7.14 Clearance Recieved7.20յEMSʼClearĽûͨE-mail֪ͨңֱʼĹ~ףҶclear
Chengdu,H1,Renewal,ChengDu,Pharmaceutical Sciences/C,Pending,2012-06-27,,2461,
canthy,J1,New,GuangZhou,material science and engi,Clear,2012-06-27,2012-07-17,20,
shapy,F1,New,GuangZhou,Computer Science,Pending,2012-06-27,,2461,
yf,F1,Renewal,BeiJing,EE,Pending,2012-06-28,,2460,
CHICHIGO,J1,New,ChengDu,EE,Pending,2012-06-28,,2460,
Ecologist_IOZ,J1,New,BeiJing,Ecology,Clear,2012-06-28,2012-08-01,34,
AA002FMLCD,J1,New,ChengDu,N/A,Pending,2012-06-28,,2460,
Ifurzzar,F1,New,ChengDu,CS,Clear,2012-06-28,2012-07-23,25,"equired my study plan and CV, nothing said. I thought I just passed unimpeded, only realizing I was checked after one week. good luck for all"
ruckyphone86,J1,New,BeiJing,chemistry,Pending,2012-06-28,,2460,
shitou181,F1,New,GuangZhou,chemical engineering,Clear,2012-06-28,2012-07-13,15,"leared on 13 Jul
Received on 21 Jul"
leo123,H1,Renewal,GuangZhou,physics,Clear,2012-06-28,2012-07-19,21,
astro,F1,New,BeiJing,Biostatistics,Clear,2012-06-28,2012-07-20,22,
fier,F1,New,BeiJing,msa,Pending,2012-06-28,,2460,"֤ĸ֤study plan ,adviserϵʽѧУoffer
bless all ĺȥۣ"
Jerry,F1,New,BeiJing,EE,Clear,2012-06-28,2012-07-17,19,1:35 AM յʼ֪ͨ approved ףcheckeeclear
jenny,F1,Renewal,BeiJing,mechancial engineering,Pending,2012-06-28,,2460,
daoyoujiejie,B1,Renewal,ChengDu,Telecom,Clear,2012-06-28,2012-07-24,26,"leared at 7-20
Issued at 7-24
China Post inform me by call at 7-24, no mail notice received.

Business trip again to USA with same goal as one before 2 years, none-sense to check again, waste time!

Promise to boost process of checking?!  Hehe, I don't think so, last time checking on me only spend 3 weeks, but almost 4 weeks this time.

Good luck for all!
 "
beverly,J1,New,BeiJing,communication and informa,Pending,2012-06-28,,2460,
Whatever,F1,Renewal,BeiJing,CS,Clear,2012-06-29,2013-05-28,333,"ave waited for more than five months and still have no response. For God's sake! 
Update---it took me a year to get the clearance. Think twice before you go back!"
ada,H1,New,GuangZhou,CS,Clear,2012-06-29,2012-08-10,42,
sissi02,F1,Renewal,BeiJing,Biomedical Engineering,Clear,2012-06-29,2012-08-09,41,".13中信递签
6.27通知需要补充材料
6.29面签提交材料，要了CV,study plan and adviser's CV，并告知需要4－5周
8.9收到email通知，check结束。用了将近6周时间。
希望能尽快取回护照。

"
xwbfml,F1,New,BeiJing,EE,Clear,2012-06-29,2012-07-26,27,o said it would take 3-4 weeks. And it is really just finished within 4 weeks!
kate,F1,New,BeiJing,ME,Clear,2012-06-29,2012-07-20,21,
ychen331,F1,Renewal,ShangHai,EE,Clear,2012-06-29,2012-07-18,19,PT F1
itachi_yin,F1,Renewal,ShangHai,Physics,Clear,2012-06-29,2012-07-20,21,"nterview on 6/29, check on 7/3, clearance on 7/20, passport received on 7/23"
fussyguy,F1,Renewal,ShangHai,Physics,Clear,2012-06-29,2012-07-22,23,
Peter,F1,New,BeiJing,EE,Clear,2012-06-29,2012-07-17,18,Ϊûеʦ˵һɡ
dee,J1,New,Others,structure biology,Clear,2012-06-29,2012-07-17,18,"nterview on 22 of June, CV was needed. 
CV was resent on 28 of June. Pending.
Clear on 17 of July.
"
zdn1989,F1,New,BeiJing,EE,Clear,2012-06-29,2012-07-23,24,"/29ǩcheck
7/23յVisa Approvedʼ"
tiankongzuhe,J1,New,BeiJing,EE,Clear,2012-06-29,2012-07-19,20,
Shaolong,F1,Renewal,ShangHai,ME,Clear,2012-06-29,2012-07-18,19,"esume, Professor description, invitation letter, study plan"
Genius,F1,Renewal,BeiJing,Biophysics,Clear,2012-06-29,2012-08-01,33,"ot the clearance mail from Beijing_NIV@state.gov around 12:30.
I tried sending emails to FMJVisas@state.gov several times. They replied pretty quickly but just template saying that my case is under processing.
The site https://ceac.state.gov/CEACStatTracker/Status.aspx is helpful. I got my clearance email the next day when I saw the response date changed. Select non-immigrant VISA and use your DS-160 conformation # starting with AA********.
One more thing. Do not renew your VISA through CITIC Bank. It will waste more time if the VO fall in love with you and then keep your file for 4 more weeks..."
alexfrom1,F1,New,BeiJing,EE,Pending,2012-06-29,,2459,
AA002FMGD1,F1,New,ShenYang,Mechanical Engineering,Clear,2012-06-29,2012-07-05,6,"cceptence letter resumestudy plan4Ŵڰ˴裬רҵ
_____________________________________________________________________
յʼ˵visaѾapproved̫"
xiao,B1,New,ShangHai,CS,Pending,2012-06-29,,2459,
kf,H1,New,ShangHai,EE,Clear,2012-07-02,2012-08-10,39,整6周。。。 转行到银行工作了还是这么麻烦。。。
zhul,F1,New,ShenYang,Physics,Clear,2012-07-02,2012-08-08,37,500RMBǩƱ
lovehamei,J1,New,ChengDu,EE,Clear,2012-07-02,2012-08-23,52,
awwwww,H1,Renewal,ShangHai,biochem,Clear,2012-07-02,2012-07-30,28,
Tony,J1,New,GuangZhou,Materials Science,Pending,2012-07-02,,2456,
doremi,F1,Renewal,ChengDu,Reliability Engineering,Pending,2012-07-02,,2456,
Iris,L1,New,BeiJing,Software Engineering,Clear,2012-07-02,2012-07-24,22,
Ivy,F1,New,BeiJing,Chemical Engineering,Clear,2012-07-02,2012-07-20,18,
charle,J1,Renewal,BeiJing,Mechanical engineering,Clear,2012-07-02,2012-07-26,24,
prionfolk,J1,New,BeiJing,medicine,Clear,2012-07-02,2012-07-23,21,
gipelttil,H1,New,BeiJing,Genomics,Clear,2012-07-02,2012-07-19,17,前是J1去的美国，在美国换了status，这次是第一次回国返签H1B，被告知至少要等4周。可惜了机票。昨天傍晚收到短信说已经到邮局，今天一大早我去取回来了。祝各位早日clear
doyleconan,B1,New,BeiJing,N/A,Clear,2012-07-02,2012-07-20,18,
zhul,F1,New,ShangHai,Physics,Clear,2012-07-02,2012-08-08,37,500rmbǩƱܰ
dicric,F1,Renewal,BeiJing,EE,Clear,2012-07-03,2012-08-09,37,
xiaokedou,H1,New,ShangHai,biology,Pending,2012-07-03,,2455,
dicric,F1,Renewal,BeiJing,EE,Clear,2012-07-03,2012-08-09,37,pproval email on Aug 9th
14,F1,Renewal,BeiJing,Physiology,Clear,2012-07-03,2012-08-06,34,
AL,F1,New,BeiJing,EPIDEMIOLOGY,Clear,2012-07-03,2012-08-08,36,"O要了resume, advisor's cv, 要求我补交research plan, 然后说要等4－5周，建议我改签机票

8／6日收到确认邮件clear， 两天后取道签证护照。期间一直有给dos打电话，得知我的材料7／19日才递送到美国审理。大家可以打电话确认dos是否收到自己的材料，尤其是被要求补充材料的同学，若未收到可以传真使馆加快速度"
sqmli,F1,Renewal,Others,Materials,Clear,2012-07-03,2012-07-20,17,
coffeemate,F1,Renewal,BeiJing,EE,Clear,2012-07-03,2012-07-20,17,
blueboylh,F1,Renewal,BeiJing,Chem E,Clear,2012-07-03,2012-07-20,17,
DrSpicy,F1,New,GuangZhou,Chem,Clear,2012-07-03,2012-07-03,0,
naywang0630,F1,Renewal,ShenYang,Biomedical Engineering,Pending,2012-07-03,,2455,
ufooo,J1,New,ChengDu,material science and engi,Clear,2012-07-05,2012-08-02,28,5ǩǩ֤״̬issued
xiangzi,F1,New,BeiJing,ECE,Pending,2012-07-05,,2453,
anxious,J1,New,BeiJing,CS,Pending,2012-07-05,,2453,
310112198509165,B1,New,BeiJing,N/A,Pending,2012-07-05,,2453,
ChongshiMao,F1,Renewal,BeiJing,Materials Science and Eng,Clear,2012-07-05,2012-07-27,22,".19 delivered via citic bank
7.5 interviewed in beijing embassy
7.27 approved"
Ocean,F1,Renewal,GuangZhou,Agricultural Engineering,Clear,2012-07-05,2012-07-27,22,
chimneyliu,B1,New,BeiJing,Computer Science,Clear,2012-07-05,2012-07-27,22,"7/05 Interview at US Embassy in Beijing, checked: 
Probably due to CS major. Going to attend an academic conference on image processing. Give the invitation letter, resume and paper abstract to the VO, no additional materials asked for.

07/27 Received the email saying my application has been approved:)

"
sdyzyzyz,B1,Renewal,ShangHai,Industrial Automation,Clear,2012-07-05,2012-07-23,18,
fei,F1,Renewal,BeiJing,physics,Clear,2012-07-05,2012-07-20,15,
hellhe8888,F1,New,ChengDu,Computer Science,Clear,2012-07-06,2012-08-28,53,
tnnfour,F1,New,ChengDu,biostatistics,Clear,2012-07-06,2012-08-07,32,
tj145,J1,New,ShangHai,biology,Pending,2012-07-06,,2452,
robotlee2002,F1,New,BeiJing,EE,Clear,2012-07-06,2012-08-09,34,
ncutljs,F1,New,BeiJing,Computational Science,Clear,2012-07-06,2012-07-27,21,"O asked me for my CV, study plan, my advisor's CV but didn't return to me.

ڹ"
gymchick,F1,New,ChengDu,Biology,Pending,2012-07-06,,2452,
whycheckme,J1,New,BeiJing,AE,Pending,2012-07-09,,2449,"Aerospace engineering, administrative processing !!!!!)$(#$(|+_@#)|%#)"
gand07,F1,New,GuangZhou,Stat,Clear,2012-07-09,2012-08-29,51,
AA002GY32X,F1,New,BeiJing,N/A,Pending,2012-07-09,,2449,
lwq778899,F1,New,BeiJing,N/A,Pending,2012-07-09,,2449,
08008,J1,New,BeiJing,MAE,Pending,2012-07-09,,2449,
BruceZZ,F1,Renewal,ShangHai,Medicinal Chemistry,Clear,2012-07-09,2012-07-27,18,"6һγʱcheckһΣ42졣ڶҲǩϾ͹ˡ
ŴǩģҲܿõǩ֤ǺЯǩԲȡǩ
ʽڶαcheckˡ"
burn55,F1,New,BeiJing,Agricultural Enginerring,Clear,2012-07-09,2012-07-26,17,"O got my resume, study plan, advisor's CV,said my visa will be ready for 3-4weeks.I got approved email this afternoon. Thank God!!!"
AA002GX89P,J1,New,BeiJing,N/A,Pending,2012-07-09,,2449,
JessieKong,F1,New,BeiJing,Communication Mangement,Pending,2012-07-09,,2449,
˯˯ţ,F1,New,BeiJing,biostatistics,Clear,2012-07-09,2012-07-27,18,
complete_46,F1,New,BeiJing,Engineering Science,Clear,2012-07-09,2012-07-30,21,mail notification
ivy1987,J1,New,BeiJing,plant protection,Clear,2012-07-09,2012-07-27,18,
burn55,F1,New,BeiJing,Agricultural Engineering,Clear,2012-07-09,2012-07-26,17,
Xue,J1,New,BeiJing,Materials,Pending,2012-07-09,,2449,
jokerwsd,F1,New,ChengDu,computer science,Clear,2012-07-09,2012-08-04,26,"2ȥ״̬issued
ˢEMS
ĵȴ
ףҺˣ"
twell,F1,New,BeiJing,Electrical Engineering,Clear,2012-07-09,2012-07-27,18,ope my visa will clear as soon as possible.
luankun,J1,New,ShangHai,Composite,Clear,2012-07-10,2012-09-19,71,"ˣ71ʱյʼ
Dear applicant,
You visa is issued today and will be sent through EMS later today. Please contact EMS for courier info. If you still have not received your passport after five working days, please email us again.
Regards,
Shanghai NIV
Ӧǹˣǩ֤û֡
ҷϺ¹ѯʵģַǣShanghaiNIV@state.govϣܸڰеcheckeeһϣ
лСľ棬wangpaopaocheckee.com

"
leafdance,J1,New,BeiJing,Neuroscience,Clear,2012-07-10,2012-07-27,17,
zhulinshenchu27,F1,Renewal,BeiJing,physics,Clear,2012-07-10,2012-07-17,7,ݷ˷žͻ˸ĳˡ
luckzluffy,B2,New,BeiJing,EE,Clear,2012-07-10,2012-07-13,3,"dimistration prcedure (221g)
need resume

13֪ͨ pass..
"
wjq1991,F1,New,GuangZhou,Computer and Information ,Pending,2012-07-10,,2448,
o,J1,New,BeiJing,EE,Clear,2012-07-11,2012-09-10,61,
ѾѾ365,F1,New,BeiJing,Mechanical Engineering,Pending,2012-07-11,,2447,
manrain,L2,New,ShangHai,Mechanical Engineering,Clear,2012-07-12,2012-08-23,42,
wangpaopao,J1,New,ShangHai,automation,Pending,2012-07-12,,2446,0ˣ׼ɱˣһ¥û
sony5650,F1,Renewal,GuangZhou,Statistics,Clear,2012-07-12,2012-08-03,22,"1 renew， on July 1st I used the passing sevice by Zhong Xin Bank. Then on July 9 I got an EMS message said passport had been shipped. When I opened the mail, there was one blue note in it said I need to go to the consulate to do an interview. 

On July 12 I went to the consulate, the VO said nothing but collected some of my materials and told me that I was selected to be checked. It is really painful while waiting. I cancelled my flight on July 23rd. 

On Aug. 03 I checked the status, it said my visa had been issued. Hope to get the visa soon. But the plane ticket is another issue now. "
inviolatebirch,F1,Renewal,ShangHai,Epidemiology,Pending,2012-07-12,,2446,
sony5650,F1,New,GuangZhou,Statistics,Clear,2012-07-12,2012-08-03,22,
AA002H70PD ,F1,New,GuangZhou,Biology,Clear,2012-07-12,2012-08-02,21,
polaris,J1,Renewal,BeiJing,EE,Pending,2012-07-12,,2446,
pirlo,B1,New,GuangZhou,CS,Clear,2012-07-12,2012-07-16,4,2号面签，VO说可能等三个星期。16号收到EMS短信。。Issue Date是16号
santhi,F1,New,Others,Biotechnology,Pending,2012-07-12,,2446,
kaka,B1,Renewal,BeiJing,Computer Science,Clear,2012-07-13,2012-07-30,17,".13 interview 
7.30 receive the email from Beijing embassy: approved
8.3 passport was sent out by postoffice
8.4 get the passport via EMS"
AA002H8KJL,J1,New,ChengDu,physics,Clear,2012-07-13,2012-08-09,27,13ǩģûôӢǩ֤ٻ˼⣬Ҫresearch plan  cv check84ţ89ǩ 810ȡ
steven,J1,New,ShangHai,computer application,Pending,2012-07-13,,2445,
wzy0791,F1,Renewal,GuangZhou,EE,Clear,2012-07-13,2012-08-03,21,
biology2007,J1,New,BeiJing,biology,Clear,2012-07-16,2012-09-14,60,heck 了61天，实在是很煎熬，看到有check3，4月的，还有check6个月后被拒的，担心自己也是这种情况，没办法做任何计划和打算，真的很难受，幸亏最后过了。庆幸
AA002GQGOR,J1,New,GuangZhou,Chem,Pending,2012-07-16,,2442,
mireill,H1,New,ShangHai,EE,Clear,2012-07-16,2012-08-08,23,"nterview date July 16th
No notification after clearance. Do updates on EMS either.
according to my VISA page, my case got cleared on Aug 4th.
Receive passport on Aug 8th."
captain,H1,New,BeiJing,EE,Clear,2012-07-16,2012-08-06,21,"nterviewed on 07/16/2012;
Received approval email notification on 08/06/2012."
eva045,J1,New,ShangHai,Chemical engineering,Clear,2012-07-16,2012-08-15,30,"-16ϺǩDS-2019ʲôҲûգ
7-18¹绰ò֤Ȳϣ
Ϻ¹ݷʼ8-13¹ݻظ˵ӽβٵ3-4
8-15DOS绰֪ѾissuedEMSѴϺ

ףҺ"
SunseaIU,J1,New,ShangHai,CS,Clear,2012-07-16,2012-08-04,19,"isa interview on July 16 and administrative processing began on July 20
Got clearance on Aug. 4."
LIZZ,F1,Renewal,BeiJing,Biology,Clear,2012-07-16,2012-08-07,22,"ǩֱcheckûðʼģûcheckĺ
87յʹʼ clear"
fangcarol,J1,New,ShenYang,chemistry,Clear,2012-07-16,2012-08-09,24,
husky,F1,Renewal,ShangHai,Biological Sciences,Clear,2012-07-16,2012-08-01,16,"号递签，没有任何通知，发邮件到大使馆询问得知被check，被告知start date是7月16号。
自己到网站上查询发现case creation date是7月9号，今天看到已经issued。希望能早日拿到护照。
在等待慢慢无期的日子里经常来这里查看，希望大家也早日clear。"
nano3,F1,Renewal,ShangHai,MSE,Clear,2012-07-16,2012-08-08,23,
С,F2,Renewal,GuangZhou,EE,Clear,2012-07-16,2012-08-10,25,"2checkˣŵǩɫ221gҪǰĹ˾ܼǩмģǺܼ򵥶)ǩʱҪȥҵļ͹˾ܣcheck
88ŸDOS绰clearˣڵʼ~~~~
810յˣʾclearʱ84գӡʱ85~~~

"
xinxin_113,F1,New,BeiJing,N/A,Pending,2012-07-16,,2442,
mems,H1,New,ShangHai,EE,Clear,2012-07-17,2012-08-08,22,MS sent out on 8/8
grittyy,J1,New,BeiJing,Bioinformatics,Clear,2012-07-17,2012-08-06,20,mail approved
csuparis,F1,Renewal,Europe,ComputerScience,Clear,2012-07-17,2012-08-06,20,"ʲôûʣֱҪCV

״̬printing."
xmxb,H1,New,ShangHai,Biochemistry,Clear,2012-07-17,2012-08-03,17,"hecked on 7-17, just got EMS text msg saying my passport is ready. good luck to everyone."
eling,J1,New,BeiJing,IC design,Pending,2012-07-17,,2441,
xiaochen,B1,New,Europe,Computer Science,Pending,2012-07-17,,2441,
Shane,F1,Renewal,ChengDu,CS,Clear,2012-07-17,2012-08-09,23,"lear on 2012-08-08
Issue on 2012-08-09
Get it on 2012-08-12"
violet,F1,Renewal,BeiJing,Materials Scienc,Clear,2012-07-18,2012-08-06,19,
kingrubbish,F1,New,HongKong,Medicinal Chemistry,Clear,2012-07-18,2012-08-06,19,"hecked on 18th Jul, I was told the visa will take approximately 10 business days to process.
Flight originally on 9th Aug was rescheduled to 17.
The consulate phoned me this morning at 8.30.am and told me to hand in my passport.
Hope all you guys will have good news. "
AA002HK65H,J1,New,ShenYang,Medicine,Clear,2012-07-18,2012-08-07,20,DOS˵ISSUEDѾˢEMSϢףҡ
02023024,F1,Renewal,BeiJing,Geography and planning,Clear,2012-07-18,2012-08-06,19," submitted my VISA application via CITIC and was told to have an interview at beijing, I give my resume, research proposal and etc to VO. The lady told I passed but need to wait 4 weeks to get my passport.

VISA is approved, bless all!"
Jackie,J1,New,ShangHai,Textile,Pending,2012-07-18,,2440,
xznuaa,B1,New,ShangHai,N/A,Pending,2012-07-18,,2440,
Mverylong,F1,New,BeiJing,EE,Clear,2012-07-18,2012-08-08,21,
maerd_reerac,F1,Renewal,BeiJing,Phys&amp;Pharm,Clear,2012-07-19,2012-09-12,55,hink twice before returning.
liukx,J1,New,BeiJing,Computer,Clear,2012-07-19,2012-09-12,55,
wzh,F1,New,ChengDu,Information Technology,Clear,2012-07-19,2012-08-13,25,
Sun Ying,J1,New,BeiJing,textile materials,Clear,2012-07-19,2012-08-09,21,J1+J2ǩ֤vo ͨҺɫӣʼΪᱻcheckؼvoһ仰ѹû塣ͬʼרҵʦ3õǩ֤ˡ
磶,F1,New,BeiJing,󡡣,Pending,2012-07-19,,2439,
visavisavisa,H1,New,BeiJing,ECE,Clear,2012-07-19,2012-09-12,55,"nterviewed on Jul.19 and was told it will take 4 to 5 weeks to complete.
Received Clearance notice 11:10am on Sept.12 after 55 days.
Long waiting.... 
It is such a relief for me to get the notice."
bbsss,J1,New,BeiJing,Geophysics,Clear,2012-07-19,2012-08-06,18,6յEMSBless all
resistin,J1,New,BeiJing,cell biology,Clear,2012-07-19,2012-08-06,18,1+J2һǩģVO˼оƻǲǱcheck˵ǣˣҪܣһ飬֪˾Ǵ˵еcheck
Icedheart,B1,New,BeiJing,MSE,Clear,2012-07-19,2012-08-03,15,3磬ϲǩ֤issued
ashelyhuang,J1,New,ChengDu,Materials science,Pending,2012-07-19,,2439,
AA002,J1,New,GuangZhou,chem,Pending,2012-07-20,,2438,
dafeng,J1,New,ChengDu,biomedical engineering,Clear,2012-07-20,2012-08-15,26,
AA002HCMLV,J1,New,GuangZhou,N/A,Pending,2012-07-20,,2438,
guiyicheck,F1,Renewal,BeiJing,EE,Clear,2012-07-20,2012-08-14,25,
Adonis,J1,New,ShangHai,Chemistry,Clear,2012-07-20,2012-08-09,20,MS鵽Ѿĳ
Finestyle,B1,Renewal,ShangHai,Signal and Information pr,Clear,2012-07-20,2012-08-09,20,"nterviewed in US Consulate Shanghai Window#5,got checked.
Provided Inviation letter, and resume, travel plan to VO, seems still need detailed training plan.

Hope can get clearence before Aug, 10.

&gt;&gt;
Emailed to Shanghai NIV, approved, the VISA was issued yesterday, and will EMS to me."
sun,J1,New,BeiJing,Computer Science,Clear,2012-07-23,2012-08-17,25,
xiaotaoyan,F1,Renewal,ChengDu,Biology,Clear,2012-07-23,2012-08-13,21,".9 submit application via citic bank
7.12 221(g) form delivered
7.21 receive returned application and 221(g) form
7.23 interview at Chengdu Consulate, check, case creation date
7.26 1st case response date
8.9 2nd case response date
8.10 3rd case response date
8.13 visa issued, post office noticed me to pick up the visa"
